Wind Direction(compass),Wind Gust(mph),Screen Relative Humidity(%),Pressure(hpa),Wind Speed(mph),Temperature(C),Visibility(m),Weather Type,Pressure Tendency,Dew Point(C),Minutes Since 12o Clock,day,month,year,Wind Direction(compass) (t+1),Pressure(hpa) (t+1),Wind Speed(mph) (t+1),Temperature(C) (t+1),Visibility(m) (t+1),Weather Type (t+1)
11,15.0,73.9,1024.0,7.0,18.6,40000.0,8,1,13.9,540,21,8,2023,11.0,1024.0,9.0,20.5,50000.0,7.0
11,17.0,65.1,1024.0,9.0,20.5,50000.0,7,0,13.8,600,21,8,2023,12.0,1024.0,10.0,22.4,40000.0,8.0
12,16.0,57.9,1024.0,10.0,22.4,40000.0,8,0,13.8,660,21,8,2023,12.0,1023.0,9.0,23.1,50000.0,3.0
12,18.0,58.9,1023.0,9.0,23.1,50000.0,3,0,14.7,720,21,8,2023,11.0,1023.0,10.0,24.0,55000.0,7.0
11,17.0,53.9,1023.0,10.0,24.0,55000.0,7,0,14.2,780,21,8,2023,11.0,1022.0,11.0,24.8,50000.0,1.0
11,19.0,53.8,1022.0,11.0,24.8,50000.0,1,0,14.9,840,21,8,2023,11.0,1022.0,10.0,23.2,55000.0,3.0
11,19.0,53.0,1022.0,10.0,23.2,55000.0,3,0,13.2,900,21,8,2023,10.0,1021.0,10.0,23.8,50000.0,3.0
10,18.0,55.0,1021.0,10.0,23.8,50000.0,3,0,14.3,960,21,8,2023,10.0,1021.0,10.0,23.8,50000.0,3.0
10,18.0,55.0,1021.0,10.0,23.8,50000.0,3,0,14.3,960,21,8,2023,10.0,1021.0,10.0,23.0,50000.0,1.0
10,18.0,56.6,1021.0,10.0,23.0,50000.0,1,0,14.0,1020,21,8,2023,10.0,1021.0,11.0,22.0,50000.0,8.0
10,18.0,58.6,1021.0,11.0,22.0,50000.0,8,0,13.6,1080,21,8,2023,10.0,1021.0,10.0,20.9,55000.0,7.0
10,16.0,64.4,1021.0,10.0,20.9,55000.0,7,0,14.0,1140,21,8,2023,9.0,1021.0,9.0,19.9,45000.0,7.0
9,15.0,69.4,1021.0,9.0,19.9,45000.0,7,0,14.2,1200,21,8,2023,10.0,1021.0,10.0,18.8,45000.0,0.0
10,16.0,73.0,1021.0,10.0,18.8,45000.0,0,1,13.9,1260,21,8,2023,10.0,1021.0,11.0,16.8,30000.0,2.0
10,17.0,84.5,1021.0,11.0,16.8,30000.0,2,0,14.2,1380,21,8,2023,10.0,1021.0,7.0,16.2,30000.0,2.0
10,14.0,89.0,1021.0,7.0,16.2,30000.0,2,0,14.4,0,22,8,2023,10.0,1020.0,6.0,15.8,29000.0,2.0
10,11.0,90.7,1020.0,6.0,15.8,29000.0,2,0,14.3,60,22,8,2023,10.0,1020.0,6.0,15.6,21000.0,0.0
10,10.0,90.7,1020.0,6.0,15.6,21000.0,0,0,14.1,120,22,8,2023,11.0,1020.0,6.0,15.2,26000.0,2.0
11,8.0,93.1,1020.0,6.0,15.2,26000.0,2,0,14.1,180,22,8,2023,11.0,1020.0,6.0,15.3,28000.0,8.0
11,7.0,93.1,1020.0,6.0,15.3,28000.0,8,0,14.2,240,22,8,2023,11.0,1020.0,7.0,15.5,30000.0,8.0
11,9.0,93.1,1020.0,7.0,15.5,30000.0,8,0,14.4,300,22,8,2023,12.0,1020.0,7.0,15.9,30000.0,7.0
12,11.0,92.5,1020.0,7.0,15.9,30000.0,7,1,14.7,360,22,8,2023,12.0,1020.0,7.0,16.8,35000.0,8.0
12,11.0,89.6,1020.0,7.0,16.8,35000.0,8,1,15.1,420,22,8,2023,13.0,1021.0,8.0,17.8,35000.0,8.0
13,11.0,85.2,1021.0,8.0,17.8,35000.0,8,1,15.3,480,22,8,2023,12.0,1021.0,10.0,20.1,45000.0,8.0
12,17.0,71.8,1021.0,10.0,20.1,45000.0,8,1,14.9,540,22,8,2023,12.0,1021.0,10.0,21.1,55000.0,7.0
12,17.0,64.0,1021.0,10.0,21.1,55000.0,7,1,14.1,600,22,8,2023,12.0,1020.0,11.0,23.9,75000.0,7.0
12,18.0,58.7,1020.0,11.0,23.9,75000.0,7,0,15.4,660,22,8,2023,11.0,1020.0,13.0,24.6,75000.0,7.0
11,19.0,53.7,1020.0,13.0,24.6,75000.0,7,0,14.7,720,22,8,2023,11.0,1020.0,13.0,25.2,75000.0,1.0
11,23.0,48.2,1020.0,13.0,25.2,75000.0,1,0,13.6,780,22,8,2023,12.0,1020.0,11.0,25.5,60000.0,1.0
12,21.0,42.9,1020.0,11.0,25.5,60000.0,1,0,12.1,840,22,8,2023,12.0,1019.0,13.0,25.6,65000.0,1.0
12,22.0,41.2,1019.0,13.0,25.6,65000.0,1,0,11.6,900,22,8,2023,13.0,1019.0,11.0,25.3,55000.0,1.0
13,21.0,44.0,1019.0,11.0,25.3,55000.0,1,0,12.3,960,22,8,2023,13.0,1019.0,11.0,25.3,55000.0,1.0
13,21.0,44.0,1019.0,11.0,25.3,55000.0,1,0,12.3,960,22,8,2023,13.0,1019.0,10.0,25.1,55000.0,1.0
13,18.0,44.0,1019.0,10.0,25.1,55000.0,1,0,12.1,1020,22,8,2023,13.0,1019.0,9.0,24.1,50000.0,1.0
13,19.0,48.6,1019.0,9.0,24.1,50000.0,1,0,12.7,1080,22,8,2023,15.0,1020.0,7.0,21.8,50000.0,1.0
15,15.0,58.6,1020.0,7.0,21.8,50000.0,1,1,13.4,1140,22,8,2023,15.0,1021.0,5.0,20.2,29000.0,0.0
15,13.0,63.4,1021.0,5.0,20.2,29000.0,0,1,13.1,1200,22,8,2023,14.0,1021.0,6.0,19.3,40000.0,0.0
14,8.0,65.3,1021.0,6.0,19.3,40000.0,0,1,12.7,1260,22,8,2023,13.0,1021.0,6.0,17.5,40000.0,0.0
13,10.0,72.3,1021.0,6.0,17.5,40000.0,0,1,12.5,1320,22,8,2023,13.0,1021.0,7.0,18.0,45000.0,7.0
13,11.0,73.3,1021.0,7.0,18.0,45000.0,7,1,13.2,1380,22,8,2023,13.0,1020.0,5.0,16.9,27000.0,8.0
13,8.0,77.6,1020.0,5.0,16.9,27000.0,8,0,13.0,0,23,8,2023,12.0,1021.0,6.0,16.3,40000.0,8.0
12,9.0,81.2,1021.0,6.0,16.3,40000.0,8,0,13.1,60,23,8,2023,13.0,1020.0,3.0,16.1,40000.0,2.0
13,7.0,83.3,1020.0,3.0,16.1,40000.0,2,0,13.3,120,23,8,2023,13.0,1020.0,5.0,15.4,30000.0,2.0
13,6.0,86.1,1020.0,5.0,15.4,30000.0,2,1,13.1,180,23,8,2023,13.0,1020.0,3.0,15.1,30000.0,2.0
13,5.0,88.9,1020.0,3.0,15.1,30000.0,2,0,13.3,240,23,8,2023,13.0,1020.0,3.0,15.7,35000.0,8.0
13,6.0,86.7,1020.0,3.0,15.7,35000.0,8,0,13.5,300,23,8,2023,13.0,1020.0,3.0,15.3,30000.0,7.0
13,6.0,89.5,1020.0,3.0,15.3,30000.0,7,0,13.6,360,23,8,2023,13.0,1021.0,3.0,16.6,30000.0,8.0
13,6.0,85.0,1021.0,3.0,16.6,30000.0,8,1,14.1,420,23,8,2023,15.0,1021.0,3.0,17.7,40000.0,8.0
15,6.0,75.7,1021.0,3.0,17.7,40000.0,8,1,13.4,480,23,8,2023,15.0,1021.0,2.0,20.1,35000.0,1.0
15,7.0,70.0,1021.0,2.0,20.1,35000.0,1,1,14.5,540,23,8,2023,9.0,1020.0,3.0,22.1,30000.0,1.0
9,9.0,60.2,1020.0,3.0,22.1,30000.0,1,0,14.1,600,23,8,2023,13.0,1020.0,3.0,22.8,45000.0,7.0
13,9.0,54.0,1020.0,3.0,22.8,45000.0,7,0,13.1,660,23,8,2023,1.0,1020.0,5.0,23.9,55000.0,1.0
1,11.0,48.9,1020.0,5.0,23.9,55000.0,1,0,12.6,720,23,8,2023,11.0,1019.0,3.0,25.0,50000.0,1.0
11,13.0,46.0,1019.0,3.0,25.0,50000.0,1,0,12.7,780,23,8,2023,8.0,1018.0,6.0,26.0,50000.0,1.0
8,14.0,42.5,1018.0,6.0,26.0,50000.0,1,0,12.4,840,23,8,2023,1.0,1018.0,3.0,26.5,55000.0,1.0
1,13.0,40.2,1018.0,3.0,26.5,55000.0,1,0,12.0,900,23,8,2023,11.0,1018.0,6.0,26.7,65000.0,1.0
11,14.0,41.6,1018.0,6.0,26.7,65000.0,1,0,12.7,960,23,8,2023,11.0,1018.0,6.0,26.7,65000.0,1.0
11,14.0,41.6,1018.0,6.0,26.7,65000.0,1,0,12.7,960,23,8,2023,9.0,1017.0,3.0,26.1,55000.0,1.0
9,18.0,44.3,1017.0,3.0,26.1,55000.0,1,0,13.1,1020,23,8,2023,10.0,1016.0,3.0,25.8,55000.0,1.0
10,10.0,45.4,1016.0,3.0,25.8,55000.0,1,0,13.2,1080,23,8,2023,10.0,1017.0,10.0,24.1,45000.0,2.0
10,17.0,58.4,1017.0,10.0,24.1,45000.0,2,0,15.5,1140,23,8,2023,10.0,1017.0,8.0,23.1,40000.0,8.0
10,15.0,63.3,1017.0,8.0,23.1,40000.0,8,1,15.8,1200,23,8,2023,9.0,1017.0,9.0,22.1,40000.0,8.0
9,13.0,66.0,1017.0,9.0,22.1,40000.0,8,1,15.5,1260,23,8,2023,9.0,1016.0,5.0,21.2,40000.0,8.0
9,9.0,68.0,1016.0,5.0,21.2,40000.0,8,0,15.1,1320,23,8,2023,8.0,1016.0,5.0,20.0,35000.0,0.0
8,7.0,72.8,1016.0,5.0,20.0,35000.0,0,0,15.0,1380,23,8,2023,14.0,1016.0,3.0,19.7,35000.0,0.0
14,6.0,75.1,1016.0,3.0,19.7,35000.0,0,0,15.2,0,24,8,2023,1.0,1016.0,0.0,18.4,35000.0,2.0
1,3.0,79.9,1016.0,0.0,18.4,35000.0,2,0,14.9,60,24,8,2023,7.0,1015.0,2.0,18.2,30000.0,8.0
7,6.0,84.7,1015.0,2.0,18.2,30000.0,8,0,15.6,120,24,8,2023,1.0,1014.0,1.0,18.0,30000.0,2.0
1,6.0,84.6,1014.0,1.0,18.0,30000.0,2,0,15.4,180,24,8,2023,1.0,1014.0,2.0,17.7,29000.0,8.0
1,5.0,88.0,1014.0,2.0,17.7,29000.0,8,0,15.7,240,24,8,2023,1.0,1013.0,3.0,17.8,21000.0,12.0
1,9.0,88.0,1013.0,3.0,17.8,21000.0,12,0,15.8,300,24,8,2023,5.0,1013.0,1.0,17.8,26000.0,12.0
5,6.0,87.4,1013.0,1.0,17.8,26000.0,12,0,15.7,360,24,8,2023,1.0,1013.0,2.0,17.9,15000.0,12.0
1,8.0,92.6,1013.0,2.0,17.9,15000.0,12,0,16.7,420,24,8,2023,15.0,1013.0,3.0,18.2,15000.0,8.0
15,7.0,90.9,1013.0,3.0,18.2,15000.0,8,0,16.7,480,24,8,2023,1.0,1012.0,3.0,18.6,15000.0,12.0
1,6.0,90.3,1012.0,3.0,18.6,15000.0,12,0,17.0,540,24,8,2023,11.0,1011.0,5.0,21.3,26000.0,8.0
11,9.0,74.9,1011.0,5.0,21.3,26000.0,8,0,16.7,600,24,8,2023,13.0,1012.0,7.0,23.2,40000.0,3.0
13,11.0,57.9,1012.0,7.0,23.2,40000.0,3,0,14.5,660,24,8,2023,13.0,1011.0,7.0,24.0,40000.0,3.0
13,14.0,53.4,1011.0,7.0,24.0,40000.0,3,0,14.0,720,24,8,2023,12.0,1011.0,10.0,24.1,45000.0,8.0
12,15.0,50.7,1011.0,10.0,24.1,45000.0,8,0,13.3,780,24,8,2023,11.0,1010.0,9.0,23.5,50000.0,12.0
11,15.0,51.2,1010.0,9.0,23.5,50000.0,12,0,12.9,840,24,8,2023,10.0,1009.0,8.0,23.8,55000.0,12.0
10,14.0,58.5,1009.0,8.0,23.8,55000.0,12,0,15.2,900,24,8,2023,9.0,1009.0,6.0,23.1,40000.0,8.0
9,11.0,59.1,1009.0,6.0,23.1,40000.0,8,0,14.7,960,24,8,2023,9.0,1009.0,6.0,23.1,40000.0,8.0
9,11.0,59.1,1009.0,6.0,23.1,40000.0,8,0,14.7,960,24,8,2023,11.0,1009.0,7.0,22.4,45000.0,8.0
11,14.0,63.2,1009.0,7.0,22.4,45000.0,8,0,15.1,1020,24,8,2023,9.0,1009.0,9.0,21.3,40000.0,8.0
9,13.0,74.0,1009.0,9.0,21.3,40000.0,8,0,16.5,1080,24,8,2023,10.0,1009.0,8.0,20.7,35000.0,7.0
10,13.0,81.3,1009.0,8.0,20.7,35000.0,7,1,17.4,1140,24,8,2023,14.0,1010.0,5.0,20.6,50000.0,2.0
14,13.0,65.3,1010.0,5.0,20.6,50000.0,2,1,13.9,1200,24,8,2023,13.0,1010.0,7.0,18.6,45000.0,2.0
13,9.0,74.0,1010.0,7.0,18.6,45000.0,2,1,13.9,1260,24,8,2023,13.0,1010.0,7.0,18.3,35000.0,0.0
13,11.0,79.4,1010.0,7.0,18.3,35000.0,0,1,14.7,1320,24,8,2023,13.0,1010.0,5.0,17.7,40000.0,7.0
13,11.0,82.0,1010.0,5.0,17.7,40000.0,7,1,14.6,1380,24,8,2023,15.0,1010.0,5.0,17.0,35000.0,7.0
15,8.0,83.0,1010.0,5.0,17.0,35000.0,7,1,14.1,0,25,8,2023,16.0,1010.0,7.0,17.0,35000.0,2.0
16,13.0,76.2,1010.0,7.0,17.0,35000.0,2,2,12.8,60,25,8,2023,16.0,1010.0,6.0,16.4,55000.0,8.0
16,13.0,62.6,1010.0,6.0,16.4,55000.0,8,2,9.3,120,25,8,2023,15.0,1010.0,5.0,15.1,50000.0,8.0
15,8.0,64.5,1010.0,5.0,15.1,50000.0,8,2,8.5,180,25,8,2023,15.0,1010.0,5.0,14.7,55000.0,8.0
15,9.0,64.0,1010.0,5.0,14.7,55000.0,8,1,8.0,240,25,8,2023,15.0,1010.0,2.0,13.9,50000.0,8.0
15,7.0,67.4,1010.0,2.0,13.9,50000.0,8,1,8.0,360,25,8,2023,15.0,1010.0,5.0,14.3,45000.0,8.0
15,8.0,69.4,1010.0,5.0,14.3,45000.0,8,1,8.8,420,25,8,2023,14.0,1010.0,5.0,15.7,45000.0,7.0
14,8.0,65.5,1010.0,5.0,15.7,45000.0,7,1,9.3,480,25,8,2023,15.0,1010.0,5.0,17.8,55000.0,7.0
15,10.0,55.4,1010.0,5.0,17.8,55000.0,7,0,8.8,540,25,8,2023,14.0,1010.0,7.0,18.3,55000.0,8.0
14,13.0,44.2,1010.0,7.0,18.3,55000.0,8,1,6.0,600,25,8,2023,13.0,1010.0,9.0,19.0,50000.0,8.0
13,16.0,48.0,1010.0,9.0,19.0,50000.0,8,0,7.8,660,25,8,2023,13.0,1010.0,9.0,19.7,65000.0,3.0
13,18.0,42.2,1010.0,9.0,19.7,65000.0,3,1,6.6,720,25,8,2023,13.0,1010.0,10.0,22.1,45000.0,8.0
13,18.0,45.7,1010.0,10.0,22.1,45000.0,8,0,9.9,780,25,8,2023,13.0,1009.0,9.0,20.7,50000.0,8.0
13,18.0,43.4,1009.0,9.0,20.7,50000.0,8,0,7.9,840,25,8,2023,12.0,1009.0,10.0,20.7,55000.0,7.0
12,16.0,46.8,1009.0,10.0,20.7,55000.0,7,0,9.0,900,25,8,2023,12.0,1008.0,11.0,20.7,55000.0,8.0
12,19.0,48.2,1008.0,11.0,20.7,55000.0,8,0,9.4,960,25,8,2023,12.0,1008.0,11.0,20.7,55000.0,8.0
12,19.0,48.2,1008.0,11.0,20.7,55000.0,8,0,9.4,960,25,8,2023,13.0,1008.0,10.0,19.2,50000.0,8.0
13,18.0,57.3,1008.0,10.0,19.2,50000.0,8,0,10.6,1020,25,8,2023,12.0,1008.0,11.0,18.7,55000.0,8.0
12,18.0,58.4,1008.0,11.0,18.7,55000.0,8,0,10.4,1080,25,8,2023,11.0,1009.0,15.0,16.3,40000.0,12.0
11,24.0,77.6,1009.0,15.0,16.3,40000.0,12,1,12.4,1140,25,8,2023,11.0,1009.0,9.0,15.7,50000.0,8.0
11,22.0,77.0,1009.0,9.0,15.7,50000.0,8,1,11.7,1200,25,8,2023,10.0,1009.0,9.0,15.3,60000.0,8.0
10,14.0,79.0,1009.0,9.0,15.3,60000.0,8,1,11.7,1260,25,8,2023,11.0,1009.0,8.0,14.9,55000.0,12.0
11,14.0,80.5,1009.0,8.0,14.9,55000.0,12,1,11.6,1320,25,8,2023,11.0,1008.0,8.0,14.2,55000.0,7.0
11,13.0,84.3,1008.0,8.0,14.2,55000.0,7,0,11.6,1380,25,8,2023,11.0,1008.0,8.0,13.7,60000.0,0.0
11,11.0,87.1,1008.0,8.0,13.7,60000.0,0,0,11.6,0,26,8,2023,11.0,1008.0,8.0,13.3,55000.0,0.0
11,11.0,88.7,1008.0,8.0,13.3,55000.0,0,0,11.5,60,26,8,2023,10.0,1008.0,7.0,12.8,60000.0,8.0
10,10.0,89.9,1008.0,7.0,12.8,60000.0,8,0,11.2,120,26,8,2023,11.0,1008.0,7.0,12.4,50000.0,8.0
11,10.0,91.8,1008.0,7.0,12.4,50000.0,8,0,11.1,180,26,8,2023,10.0,1008.0,6.0,12.0,45000.0,0.0
10,10.0,93.6,1008.0,6.0,12.0,45000.0,0,0,11.0,240,26,8,2023,10.0,1008.0,7.0,11.9,40000.0,7.0
10,9.0,94.8,1008.0,7.0,11.9,40000.0,7,0,11.1,300,26,8,2023,12.0,1008.0,7.0,11.9,7000.0,5.0
12,10.0,96.1,1008.0,7.0,11.9,7000.0,5,0,11.3,360,26,8,2023,11.0,1008.0,7.0,12.4,12000.0,8.0
11,9.0,95.5,1008.0,7.0,12.4,12000.0,8,1,11.7,420,26,8,2023,11.0,1008.0,7.0,13.7,27000.0,8.0
11,10.0,90.6,1008.0,7.0,13.7,27000.0,8,1,12.2,480,26,8,2023,10.0,1008.0,6.0,14.9,40000.0,8.0
10,11.0,81.6,1008.0,6.0,14.9,40000.0,8,1,11.8,540,26,8,2023,11.0,1008.0,9.0,17.8,55000.0,7.0
11,17.0,69.6,1008.0,9.0,17.8,55000.0,7,1,12.2,600,26,8,2023,12.0,1008.0,8.0,19.4,55000.0,3.0
12,15.0,61.3,1008.0,8.0,19.4,55000.0,3,0,11.8,660,26,8,2023,13.0,1008.0,10.0,18.8,65000.0,8.0
13,16.0,58.8,1008.0,10.0,18.8,65000.0,8,0,10.6,720,26,8,2023,10.0,1008.0,13.0,19.1,60000.0,12.0
10,21.0,61.7,1008.0,13.0,19.1,60000.0,12,0,11.6,780,26,8,2023,9.0,1008.0,11.0,18.4,65000.0,8.0
9,19.0,63.6,1008.0,11.0,18.4,65000.0,8,0,11.4,840,26,8,2023,11.0,1008.0,8.0,17.8,60000.0,7.0
11,14.0,64.3,1008.0,8.0,17.8,60000.0,7,1,11.0,900,26,8,2023,12.0,1008.0,8.0,19.1,65000.0,8.0
12,18.0,61.3,1008.0,8.0,19.1,65000.0,8,1,11.5,960,26,8,2023,13.0,1008.0,6.0,17.6,75000.0,8.0
13,14.0,70.1,1008.0,6.0,17.6,75000.0,8,1,12.1,1020,26,8,2023,12.0,1008.0,8.0,17.3,65000.0,1.0
12,13.0,63.3,1008.0,8.0,17.3,65000.0,1,1,10.3,1080,26,8,2023,12.0,1008.0,9.0,16.0,65000.0,0.0
12,14.0,66.0,1008.0,9.0,16.0,65000.0,0,1,9.7,1140,26,8,2023,11.0,1009.0,6.0,16.0,55000.0,2.0
11,11.0,70.6,1009.0,6.0,16.0,55000.0,2,1,10.7,1200,26,8,2023,13.0,1009.0,8.0,15.1,60000.0,7.0
13,14.0,75.9,1009.0,8.0,15.1,60000.0,7,1,10.9,1260,26,8,2023,13.0,1009.0,9.0,13.8,55000.0,0.0
13,11.0,80.4,1009.0,9.0,13.8,55000.0,0,1,10.5,1320,26,8,2023,13.0,1009.0,6.0,13.4,50000.0,0.0
13,9.0,83.0,1009.0,6.0,13.4,50000.0,0,1,10.6,1380,26,8,2023,13.0,1009.0,6.0,12.4,35000.0,7.0
13,10.0,88.1,1009.0,6.0,12.4,35000.0,7,1,10.5,0,27,8,2023,13.0,1009.0,7.0,12.9,45000.0,7.0
13,10.0,88.2,1009.0,7.0,12.9,45000.0,7,0,11.0,60,27,8,2023,13.0,1009.0,7.0,12.3,45000.0,8.0
13,10.0,89.9,1009.0,7.0,12.3,45000.0,8,0,10.7,120,27,8,2023,13.0,1009.0,8.0,11.7,45000.0,7.0
13,11.0,91.7,1009.0,8.0,11.7,45000.0,7,0,10.4,180,27,8,2023,13.0,1009.0,7.0,10.7,40000.0,0.0
13,10.0,93.5,1009.0,7.0,10.7,40000.0,0,1,9.7,240,27,8,2023,13.0,1009.0,6.0,10.5,35000.0,0.0
13,13.0,93.5,1009.0,6.0,10.5,35000.0,0,1,9.5,300,27,8,2023,13.0,1010.0,7.0,11.0,40000.0,3.0
13,11.0,93.5,1010.0,7.0,11.0,40000.0,3,1,10.0,360,27,8,2023,13.0,1010.0,8.0,12.6,45000.0,1.0
13,14.0,87.6,1010.0,8.0,12.6,45000.0,1,1,10.6,420,27,8,2023,13.0,1010.0,9.0,14.0,55000.0,1.0
13,14.0,79.9,1010.0,9.0,14.0,55000.0,1,1,10.6,480,27,8,2023,13.0,1010.0,9.0,16.1,50000.0,7.0
13,15.0,76.1,1010.0,9.0,16.1,50000.0,7,1,11.9,540,27,8,2023,14.0,1010.0,10.0,17.6,55000.0,3.0
14,16.0,66.4,1010.0,10.0,17.6,55000.0,3,1,11.3,600,27,8,2023,13.0,1010.0,11.0,18.7,60000.0,7.0
13,18.0,57.5,1010.0,11.0,18.7,60000.0,7,1,10.2,660,27,8,2023,14.0,1010.0,8.0,17.2,3900.0,12.0
14,19.0,72.3,1010.0,8.0,17.2,3900.0,12,1,12.2,720,27,8,2023,13.0,1010.0,15.0,19.5,60000.0,8.0
13,23.0,51.5,1010.0,15.0,19.5,60000.0,8,1,9.3,780,27,8,2023,13.0,1011.0,13.0,19.5,75000.0,8.0
13,24.0,57.8,1011.0,13.0,19.5,75000.0,8,1,11.0,840,27,8,2023,14.0,1011.0,11.0,19.5,75000.0,3.0
14,22.0,57.0,1011.0,11.0,19.5,75000.0,3,1,10.8,900,27,8,2023,13.0,1011.0,11.0,19.2,75000.0,8.0
13,19.0,56.5,1011.0,11.0,19.2,75000.0,8,1,10.4,960,27,8,2023,13.0,1011.0,11.0,19.2,75000.0,8.0
13,19.0,56.5,1011.0,11.0,19.2,75000.0,8,1,10.4,960,27,8,2023,14.0,1011.0,10.0,20.2,65000.0,7.0
14,22.0,50.0,1011.0,10.0,20.2,65000.0,7,1,9.5,1020,27,8,2023,14.0,1011.0,8.0,18.8,60000.0,1.0
14,18.0,53.1,1011.0,8.0,18.8,60000.0,1,1,9.1,1080,27,8,2023,13.0,1012.0,9.0,17.9,60000.0,7.0
13,17.0,58.1,1012.0,9.0,17.9,60000.0,7,1,9.6,1140,27,8,2023,13.0,1013.0,9.0,17.0,60000.0,8.0
13,15.0,63.2,1013.0,9.0,17.0,60000.0,8,1,10.0,1200,27,8,2023,13.0,1013.0,6.0,15.9,55000.0,8.0
13,16.0,67.8,1013.0,6.0,15.9,55000.0,8,1,10.0,1260,27,8,2023,13.0,1013.0,7.0,14.7,55000.0,0.0
13,10.0,74.2,1013.0,7.0,14.7,55000.0,0,1,10.2,1320,27,8,2023,13.0,1013.0,6.0,14.3,50000.0,0.0
13,9.0,77.3,1013.0,6.0,14.3,50000.0,0,1,10.4,1380,27,8,2023,13.0,1013.0,6.0,13.5,55000.0,0.0
13,8.0,81.3,1013.0,6.0,13.5,55000.0,0,1,10.4,0,28,8,2023,13.0,1013.0,5.0,13.1,55000.0,8.0
13,8.0,84.7,1013.0,5.0,13.1,55000.0,8,2,10.6,60,28,8,2023,15.0,1013.0,2.0,12.9,50000.0,8.0
15,7.0,86.4,1013.0,2.0,12.9,50000.0,8,2,10.7,120,28,8,2023,14.0,1013.0,3.0,12.8,50000.0,2.0
14,6.0,87.6,1013.0,3.0,12.8,50000.0,2,0,10.8,180,28,8,2023,15.0,1013.0,3.0,12.2,45000.0,7.0
15,7.0,90.4,1013.0,3.0,12.2,45000.0,7,2,10.7,240,28,8,2023,14.0,1014.0,3.0,12.3,50000.0,7.0
14,8.0,89.3,1014.0,3.0,12.3,50000.0,7,1,10.6,300,28,8,2023,13.0,1014.0,5.0,12.7,45000.0,1.0
13,8.0,89.3,1014.0,5.0,12.7,45000.0,1,1,11.0,360,28,8,2023,14.0,1014.0,5.0,13.6,45000.0,1.0
14,8.0,87.0,1014.0,5.0,13.6,45000.0,1,1,11.5,420,28,8,2023,14.0,1015.0,5.0,14.9,55000.0,8.0
14,9.0,80.5,1015.0,5.0,14.9,55000.0,8,1,11.6,480,28,8,2023,16.0,1014.0,6.0,16.5,60000.0,8.0
16,13.0,73.6,1014.0,6.0,16.5,60000.0,8,1,11.8,540,28,8,2023,15.0,1014.0,7.0,17.2,65000.0,8.0
15,14.0,68.5,1014.0,7.0,17.2,65000.0,8,1,11.4,600,28,8,2023,14.0,1014.0,9.0,17.7,65000.0,8.0
14,13.0,67.7,1014.0,9.0,17.7,65000.0,8,0,11.7,660,28,8,2023,15.0,1014.0,7.0,18.4,60000.0,8.0
15,14.0,64.8,1014.0,7.0,18.4,60000.0,8,0,11.7,720,28,8,2023,15.0,1014.0,9.0,20.2,55000.0,8.0
15,17.0,53.4,1014.0,9.0,20.2,55000.0,8,0,10.5,780,28,8,2023,15.0,1014.0,9.0,19.9,55000.0,8.0
15,16.0,52.2,1014.0,9.0,19.9,55000.0,8,2,9.9,840,28,8,2023,15.0,1014.0,9.0,19.6,50000.0,8.0
15,17.0,51.1,1014.0,9.0,19.6,50000.0,8,2,9.3,900,28,8,2023,15.0,1014.0,7.0,20.9,65000.0,7.0
15,16.0,46.5,1014.0,7.0,20.9,65000.0,7,2,9.1,960,28,8,2023,15.0,1014.0,7.0,20.9,65000.0,7.0
15,16.0,46.5,1014.0,7.0,20.9,65000.0,7,2,9.1,960,28,8,2023,14.0,1014.0,10.0,19.4,50000.0,7.0
14,16.0,48.7,1014.0,10.0,19.4,50000.0,7,0,8.4,1020,28,8,2023,15.0,1015.0,7.0,18.3,40000.0,3.0
15,16.0,51.0,1015.0,7.0,18.3,40000.0,3,1,8.1,1080,28,8,2023,15.0,1015.0,5.0,16.8,40000.0,2.0
15,10.0,60.1,1015.0,5.0,16.8,40000.0,2,1,9.1,1140,28,8,2023,14.0,1015.0,5.0,16.2,40000.0,5.0
14,8.0,64.2,1015.0,5.0,16.2,40000.0,5,1,9.5,1200,28,8,2023,14.0,1015.0,3.0,16.2,35000.0,8.0
14,7.0,66.4,1015.0,3.0,16.2,35000.0,8,1,10.0,1260,28,8,2023,14.0,1015.0,5.0,16.2,40000.0,8.0
14,7.0,66.9,1015.0,5.0,16.2,40000.0,8,1,10.1,1320,28,8,2023,14.0,1015.0,3.0,16.0,40000.0,8.0
14,7.0,68.3,1015.0,3.0,16.0,40000.0,8,0,10.2,1380,28,8,2023,13.0,1014.0,3.0,15.6,45000.0,8.0
13,6.0,70.5,1014.0,3.0,15.6,45000.0,8,0,10.3,0,29,8,2023,13.0,1014.0,5.0,15.4,45000.0,8.0
13,7.0,72.9,1014.0,5.0,15.4,45000.0,8,0,10.6,60,29,8,2023,13.0,1014.0,5.0,15.5,45000.0,8.0
13,8.0,73.4,1014.0,5.0,15.5,45000.0,8,0,10.8,120,29,8,2023,13.0,1014.0,5.0,15.2,45000.0,8.0
13,8.0,76.9,1014.0,5.0,15.2,45000.0,8,0,11.2,180,29,8,2023,13.0,1013.0,3.0,15.0,45000.0,8.0
13,8.0,79.0,1013.0,3.0,15.0,45000.0,8,0,11.4,240,29,8,2023,12.0,1013.0,3.0,14.5,45000.0,8.0
